date,time,DsWrocWybCon,LdLodzGdansk,MpKrakAlKras,MzWarMarszal,PdBialWaszyn,PmGdaLeczk08,SlKatoKossut,WmOlsPuszkin,WpPoznPolank,ZpSzczAndr01
161220,16:00,50.3003,46.0,76.3714,51.5168,13.0,9.72278,118.054,26.6322,32.69,27.6331
161221,00:00,82.9502,69.0,106.939,25.8344,12.0,13.3322,74.913,15.1516,27.71,35.426
161221,08:00,31.6535,32.0,78.3253,31.7852,22.0,20.1722,81.9241,13.2446,72.88,35.0069
161221,16:00,32.7044,78.0,99.0928,50.3684,29.0,31.7769,25.5056,29.765,54.0369,26.329
161222,00:00,104.191,63.0,127.104,79.1828,49.0,29.8331,30.4372,41.5961,80.46,28.1977
161222,08:00,41.4922,33.0,46.4814,60.0776,69.0,17.1361,30.4596,40.6165,59.41,26.3119
161222,16:00,57.0059,83.0,78.5339,54.2312,74.0,18.8881,35.5018,46.7187,42.7678,29.8696
161223,00:00,71.8118,72.0,66.8639,81.4796,81.0,10.2414,31.265,36.8336,78.56,21.4929
161223,08:00,29.5838,42.0,46.5081,51.0992,37.0,7.79806,34.4678,26.7237,51.09,18.2228
161223,16:00,26.0835,30.0,46.7897,30.428,31.0,9.47,62.1479,14.5328,29.0931,22.1111
161224,00:00,60.5241,39.0,57.5317,44.9396,43.0,3.58528,122.629,26.8015,30.43,18.8312
161224,08:00,29.4337,47.0,56.3917,26.9828,24.0,8.60583,11.5442,16.5034,39.33,16.3988
161224,16:00,22.3032,39.0,69.0564,32.8292,45.0,9.09889,15.607,21.1199,26.5056,10.6847
161225,00:00,10.1325,10.0,25.4631,31.8896,21.0,2.9825,31.6085,17.9325,24.06,10.7241
161225,08:00,8.85428,7.0,6.21389,10.4876,19.0,4.18444,10.6682,,11.19,5.51748
161225,16:00,10.7,23.0,32.9681,22.4936,14.0,7.21944,17.5007,,14.8281,5.2703
161226,00:00,8.7,9.0,11.5558,20.1968,26.0,8.93667,22.9819,,15.09,4.79078
161226,08:00,4.61065,6.0,9.16889,12.5756,12.0,5.03417,9.72484,,5.6,5.66608
161226,16:00,11.0,,15.7408,20.3012,9.0,2.36522,18.1599,,3.40083,6.81024
161227,00:00,7.42857,,7.19472,6.416,7.0,2.67644,8.49197,,3.37,8.59186
161227,08:00,13.8843,1.0,8.58767,7.982,5.0,14.7597,6.83865,3.56873,3.73,10.5729
161227,16:00,16.4455,25.0,20.6147,7.8776,9.0,7.57222,15.691,3.06896,11.8014,10.4106
161228,00:00,14.0064,8.0,8.32633,5.9984,6.0,4.45389,11.9988,5.16741,14.34,18.7161
161228,08:00,11.6272,10.0,10.8313,6.7292,2.0,4.77346,15.7457,5.73452,11.16,13.3253
161228,16:00,15.5466,8.0,14.9633,10.8008,7.0,6.05722,19.5743,4.86201,11.0336,20.5836
161229,00:00,31.7596,16.0,14.8243,9.3392,8.0,13.7861,28.3647,8.60841,36.12,64.2572
161229,08:00,45.5068,29.0,21.1264,19.0484,10.0,18.2658,29.4532,,45.63,10.8557
161229,16:00,34.8662,46.0,31.4967,39.7196,13.0,8.67056,23.7142,25.1492,64.1092,15.0416
161230,00:00,68.4789,61.0,104.825,71.7704,39.0,8.95667,130.749,14.4193,68.85,18.4607
161230,08:00,65.3856,30.0,116.83,40.868,55.0,19.4294,104.678,17.2269,45.8,14.9965
161230,16:00,40.2379,45.0,44.5097,47.5496,41.0,10.7219,29.4467,26.9629,37.9123,12.9623
161231,00:00,111.381,65.0,177.362,59.8688,47.0,7.29583,205.718,30.2713,64.68,21.6384
161231,08:00,123.128,50.0,156.151,44.522,58.0,5.71872,97.9228,27.2083,42.47,27.9224
161231,16:00,35.7203,44.0,87.165,44.3132,40.0,19.4764,91.978,30.2145,27.0678,22.459
170101,00:00,69.1982,29.0,119.915,45.9836,43.0,7.67389,89.8412,27.2749,42.7,24.7752
